sno,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
1845,lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.62
1846,lakshadweep,2020,3,Merchant payments,903,842981.1695
1847,lakshadweep,2020,3,Financial Services,27,45457.5097
1848,lakshadweep,2020,3,Others,17,42055.45695
1849,lakshadweep,2020,4,Recharge & bill payments,5187,1499298.113
1850,lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.25
1851,lakshadweep,2020,4,Merchant payments,1668,1227101.638
1852,lakshadweep,2020,4,Financial Services,22,13968.754
1853,lakshadweep,2020,4,Others,32,86826.16676
1854,lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.02
1855,lakshadweep,2021,1,Recharge & bill payments,3541,1070209.422
1856,lakshadweep,2021,1,Merchant payments,1537,1040213.795
1857,lakshadweep,2021,1,Financial Services,19,15929.09511
1858,lakshadweep,2021,1,Others,46,92715.58431
1859,lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828
1860,lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49
1861,lakshadweep,2021,2,Merchant payments,1743,1525331.915
1862,lakshadweep,2021,2,Financial Services,29,15052.0185
1863,lakshadweep,2021,2,Others,44,101366.4031
1864,lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.52
1865,lakshadweep,2021,3,Recharge & bill payments,5153,1700287.473
1866,lakshadweep,2021,3,Merchant payments,2450,2750367.063
1867,lakshadweep,2021,3,Financial Services,48,137227.3539
1868,lakshadweep,2021,3,Others,32,73174.28817
1869,lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86
1870,lakshadweep,2021,4,Recharge & bill payments,5355,2093901.292
1871,lakshadweep,2021,4,Merchant payments,2872,4071239.087
1872,lakshadweep,2021,4,Financial Services,27,19994.54195
1873,lakshadweep,2021,4,Others,62,116381.746
1874,lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.57
1875,lakshadweep,2022,1,Recharge & bill payments,5334,2322580.17
1876,lakshadweep,2022,1,Merchant payments,3048,3838358.359
1877,lakshadweep,2022,1,Financial Services,39,38274.22629
1878,lakshadweep,2022,1,Others,63,149355.3311
1879,lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.05
1880,lakshadweep,2022,2,Recharge & bill payments,5366,2386144.715
1881,lakshadweep,2022,2,Merchant payments,3602,4895657.06
1882,lakshadweep,2022,2,Financial Services,59,87127.82495
1883,lakshadweep,2022,2,Others,51,108944.3427
1884,lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.83
1885,lakshadweep,2022,3,Recharge & bill payments,4441,1936538.307
1886,lakshadweep,2022,3,Merchant payments,3142,5469200.646
1887,lakshadweep,2022,3,Financial Services,64,63629.88417
1888,lakshadweep,2022,3,Others,61,81636.95473
1889,lakshadweep,2022,4,Peer-to-peer payments,8686,47450386
1890,lakshadweep,2022,4,Recharge & bill payments,4557,2024739.154
1891,lakshadweep,2022,4,Merchant payments,3819,5250991.002
1892,lakshadweep,2022,4,Financial Services,35,26453.02478
1893,lakshadweep,2022,4,Others,50,61304.43025
1894,madhya-pradesh,2018,1,Recharge & bill payments,4404190,667057311.5
1895,madhya-pradesh,2018,1,Peer-to-peer payments,2848290,7590790589
1896,madhya-pradesh,2018,1,Financial Services,230519,43374288.98
1897,madhya-pradesh,2018,1,Merchant payments,196394,170119673.7
1898,madhya-pradesh,2018,1,Others,346002,210261540.7
1899,madhya-pradesh,2018,2,Recharge & bill payments,5324535,1132090446
1900,madhya-pradesh,2018,2,Peer-to-peer payments,4269392,14155603482
1901,madhya-pradesh,2018,2,Merchant payments,397135,339308203.2
1902,madhya-pradesh,2018,2,Financial Services,305553,53860331.81
1903,madhya-pradesh,2018,2,Others,264797,243218603.3
1904,madhya-pradesh,2018,3,Peer-to-peer payments,9988509,22057686209
1905,madhya-pradesh,2018,3,Recharge & bill payments,5733261,1367773857
1906,madhya-pradesh,2018,3,Merchant payments,784995,465390819.6
1907,madhya-pradesh,2018,3,Financial Services,359440,46120458.64
1908,madhya-pradesh,2018,3,Others,260780,212770861.2
1909,madhya-pradesh,2018,4,Peer-to-peer payments,11456555,30897348665
1910,madhya-pradesh,2018,4,Recharge & bill payments,7273502,1669345517
1911,madhya-pradesh,2018,4,Merchant payments,2056426,1036249754
1912,madhya-pradesh,2018,4,Financial Services,313540,43367243.15
1913,madhya-pradesh,2018,4,Others,297532,259296894
1914,madhya-pradesh,2019,1,Peer-to-peer payments,23708825,44114206183
1915,madhya-pradesh,2019,1,Recharge & bill payments,9966905,2423593842
1916,madhya-pradesh,2019,1,Merchant payments,3018928,1263699222
1917,madhya-pradesh,2019,1,Financial Services,290838,28901169.29
1918,madhya-pradesh,2019,1,Others,315553,239879105.6
1919,madhya-pradesh,2019,2,Peer-to-peer payments,20868744,61758841794
1920,madhya-pradesh,2019,2,Recharge & bill payments,12044969,3571897178
1921,madhya-pradesh,2019,2,Merchant payments,7331352,2671155681
1922,madhya-pradesh,2019,2,Financial Services,149197,18869661.51
1923,madhya-pradesh,2019,2,Others,451751,313802065.4
1924,madhya-pradesh,2019,3,Peer-to-peer payments,22631038,67648107703
1925,madhya-pradesh,2019,3,Merchant payments,17163551,5147459307
1926,madhya-pradesh,2019,3,Recharge & bill payments,13156616,4576521609
1927,madhya-pradesh,2019,3,Financial Services,192821,25654168.6
1928,madhya-pradesh,2019,3,Others,466385,278578703
1929,madhya-pradesh,2019,4,Peer-to-peer payments,32083162,92064471162
1930,madhya-pradesh,2019,4,Merchant payments,19447707,7304157802
1931,madhya-pradesh,2019,4,Recharge & bill payments,16081734,5104821721
1932,madhya-pradesh,2019,4,Financial Services,127116,24020060.93
1933,madhya-pradesh,2019,4,Others,392270,190456045.3
1934,madhya-pradesh,2020,1,Peer-to-peer payments,34540722,1.10326E+11
1935,madhya-pradesh,2020,1,Merchant payments,24618074,9898242848
1936,madhya-pradesh,2020,1,Recharge & bill payments,19788516,6311610610
1937,madhya-pradesh,2020,1,Financial Services,68055,30645714.4
1938,madhya-pradesh,2020,1,Others,351379,170790656.3
1939,madhya-pradesh,2020,2,Peer-to-peer payments,34860958,1.28185E+11
1940,madhya-pradesh,2020,2,Recharge & bill payments,27497528,8904067957
1941,madhya-pradesh,2020,2,Merchant payments,13685723,10666223054
1942,madhya-pradesh,2020,2,Financial Services,80988,62073621.44
1943,madhya-pradesh,2020,2,Others,215376,104956802.2
1944,madhya-pradesh,2020,3,Peer-to-peer payments,50871564,1.74979E+11
1945,madhya-pradesh,2020,3,Merchant payments,31879804,20621273982
1946,madhya-pradesh,2020,3,Recharge & bill payments,25380467,9834190567
1947,madhya-pradesh,2020,3,Financial Services,131725,122971108.1
1948,madhya-pradesh,2020,3,Others,316321,144259293.3
1949,madhya-pradesh,2020,4,Peer-to-peer payments,67972167,2.35584E+11
1950,madhya-pradesh,2020,4,Merchant payments,57707471,37315576877
1951,madhya-pradesh,2020,4,Recharge & bill payments,27335834,10977774483
1952,madhya-pradesh,2020,4,Financial Services,149532,132590450.1
1953,madhya-pradesh,2020,4,Others,487537,264996097.6
1954,madhya-pradesh,2021,1,Merchant payments,84812245,50098244500
1955,madhya-pradesh,2021,1,Peer-to-peer payments,84070625,2.79938E+11
1956,madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041
1957,madhya-pradesh,2021,1,Financial Services,169378,161838389.8
1958,madhya-pradesh,2021,1,Others,445569,274786748.1
1959,madhya-pradesh,2021,2,Peer-to-peer payments,99367521,3.48936E+11
1960,madhya-pradesh,2021,2,Merchant payments,77113464,58839392450
1961,madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546399
1962,madhya-pradesh,2021,2,Financial Services,188726,177313389.7
1963,madhya-pradesh,2021,2,Others,526333,317753606
1964,madhya-pradesh,2021,3,Merchant payments,138433772,85885669792
1965,madhya-pradesh,2021,3,Peer-to-peer payments,127654821,3.98913E+11
1966,madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346051
1967,madhya-pradesh,2021,3,Financial Services,174454,180366422.6
1968,madhya-pradesh,2021,3,Others,742972,408508699.4
1969,madhya-pradesh,2021,4,Merchant payments,197193842,1.26461E+11
1970,madhya-pradesh,2021,4,Peer-to-peer payments,159649020,5.07119E+11
1971,madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779
1972,madhya-pradesh,2021,4,Financial Services,247925,246488171.4
1973,madhya-pradesh,2021,4,Others,996331,568617375.6
1974,madhya-pradesh,2022,1,Merchant payments,237691924,1.4331E+11
1975,madhya-pradesh,2022,1,Peer-to-peer payments,185008444,5.78202E+11
1976,madhya-pradesh,2022,1,Recharge & bill payments,48870314,25437774564
1977,madhya-pradesh,2022,1,Financial Services,222923,219927120.2
1978,madhya-pradesh,2022,1,Others,909453,495513514.8
1979,madhya-pradesh,2022,2,Merchant payments,287616385,1.74183E+11
1980,madhya-pradesh,2022,2,Peer-to-peer payments,202093283,6.63181E+11
1981,madhya-pradesh,2022,2,Recharge & bill payments,54318983,29125694282
1982,madhya-pradesh,2022,2,Financial Services,157672,153944499.7
1983,madhya-pradesh,2022,2,Others,713506,381178326.3
1984,madhya-pradesh,2022,3,Merchant payments,391105651,2.12446E+11
1985,madhya-pradesh,2022,3,Peer-to-peer payments,267013695,7.8065E+11
1986,madhya-pradesh,2022,3,Recharge & bill payments,72148870,39132574048
1987,madhya-pradesh,2022,3,Financial Services,240678,236981163.6
1988,madhya-pradesh,2022,3,Others,750665,442608716.7
1989,madhya-pradesh,2022,4,Merchant payments,492999084,2.72802E+11
1990,madhya-pradesh,2022,4,Peer-to-peer payments,325467851,9.84255E+11
1991,madhya-pradesh,2022,4,Recharge & bill payments,79289399,45143248069
1992,madhya-pradesh,2022,4,Financial Services,286931,278304972.6
1993,madhya-pradesh,2022,4,Others,785003,521508120.7
1994,maharashtra,2018,1,Recharge & bill payments,9670237,2283567431
1995,maharashtra,2018,1,Peer-to-peer payments,5227770,18283896465
1996,maharashtra,2018,1,Merchant payments,616779,576964070.7
1997,maharashtra,2018,1,Financial Services,235051,60997258.06
1998,maharashtra,2018,1,Others,637197,506188033
1999,maharashtra,2018,2,Recharge & bill payments,12384216,3725800359
2000,maharashtra,2018,2,Peer-to-peer payments,7772336,30782831246
2001,maharashtra,2018,2,Merchant payments,1306326,1226121649
2002,maharashtra,2018,2,Financial Services,262875,85545909.44
2003,maharashtra,2018,2,Others,559987,536758077.8
2004,maharashtra,2018,3,Recharge & bill payments,14371791,4547486090
2005,maharashtra,2018,3,Peer-to-peer payments,13470065,45466534004
2006,maharashtra,2018,3,Merchant payments,2797204,1702220875
2007,maharashtra,2018,3,Financial Services,234598,52348968.01
2008,maharashtra,2018,3,Others,664880,492227795.6
2009,maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019
2010,maharashtra,2018,4,Recharge & bill payments,18071025,5860865070
2011,maharashtra,2018,4,Merchant payments,6047705,3985195742
2012,maharashtra,2018,4,Financial Services,325121,77345546.53
2013,maharashtra,2018,4,Others,821705,621519669.5
2014,maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988
2015,maharashtra,2019,1,Recharge & bill payments,24540041,8256500587
2016,maharashtra,2019,1,Merchant payments,12069119,5172594696
2017,maharashtra,2019,1,Financial Services,287569,49487746.21
2018,maharashtra,2019,1,Others,821624,569019903.9
2019,maharashtra,2019,2,Peer-to-peer payments,42546317,1.30558E+11
2020,maharashtra,2019,2,Recharge & bill payments,29395661,12197234771
2021,maharashtra,2019,2,Merchant payments,27854042,9728561727
2022,maharashtra,2019,2,Financial Services,182840,45291636.11
2023,maharashtra,2019,2,Others,1170993,765228265.8
2024,maharashtra,2019,3,Peer-to-peer payments,57991699,1.65732E+11
2025,maharashtra,2019,3,Merchant payments,54683738,17545729507
2026,maharashtra,2019,3,Recharge & bill payments,34309301,15471698544
2027,maharashtra,2019,3,Financial Services,231467,54108447.39
2028,maharashtra,2019,3,Others,1519376,814284077.9
2029,maharashtra,2019,4,Merchant payments,80127804,27209874138
2030,maharashtra,2019,4,Peer-to-peer payments,78795871,2.27268E+11
2031,maharashtra,2019,4,Recharge & bill payments,40705998,17794666215
2032,maharashtra,2019,4,Financial Services,129755,49622863.82
2033,maharashtra,2019,4,Others,1501192,672210825
2034,maharashtra,2020,1,Merchant payments,100337738,35200130305
2035,maharashtra,2020,1,Peer-to-peer payments,87067410,2.62541E+11
2036,maharashtra,2020,1,Recharge & bill payments,50199498,21603565070
2037,maharashtra,2020,1,Financial Services,123476,91363684.13
2038,maharashtra,2020,1,Others,1215959,558931962.9
2039,maharashtra,2020,2,Peer-to-peer payments,74295930,2.39933E+11
2040,maharashtra,2020,2,Recharge & bill payments,60856480,23112343247
2041,maharashtra,2020,2,Merchant payments,48965388,32859184582
2042,maharashtra,2020,2,Financial Services,206461,211733275.8
2043,maharashtra,2020,2,Others,466502,242917371.3
2044,maharashtra,2020,3,Peer-to-peer payments,108436214,3.51556E+11
2045,maharashtra,2020,3,Merchant payments,100808237,60171102124
2046,maharashtra,2020,3,Recharge & bill payments,58082283,27915727883
2047,maharashtra,2020,3,Financial Services,325453,333669599.6
2048,maharashtra,2020,3,Others,658737,331024593.1
2049,maharashtra,2020,4,Merchant payments,189845640,1.03805E+11
2050,maharashtra,2020,4,Peer-to-peer payments,151741840,4.85748E+11
2051,maharashtra,2020,4,Recharge & bill payments,64556682,31556917822
2052,maharashtra,2020,4,Financial Services,398409,418399992.5
2053,maharashtra,2020,4,Others,1078433,627692680.4
2054,maharashtra,2021,1,Merchant payments,253043309,1.29493E+11
2055,maharashtra,2021,1,Peer-to-peer payments,187021609,5.99213E+11
2056,maharashtra,2021,1,Recharge & bill payments,76389103,40057211827
2057,maharashtra,2021,1,Financial Services,439551,492900202.7
2058,maharashtra,2021,1,Others,966668,630909553.5
2059,maharashtra,2021,2,Merchant payments,247194293,1.50864E+11
2060,maharashtra,2021,2,Peer-to-peer payments,228551961,7.1986E+11
2061,maharashtra,2021,2,Recharge & bill payments,96271138,43154405548
2062,maharashtra,2021,2,Financial Services,504252,536780917
2063,maharashtra,2021,2,Others,1094842,699738247.7
2064,maharashtra,2021,3,Merchant payments,390051884,2.16702E+11
2065,maharashtra,2021,3,Peer-to-peer payments,296951706,8.90861E+11
2066,maharashtra,2021,3,Recharge & bill payments,103943973,50242023586
2067,maharashtra,2021,3,Financial Services,448646,579098938.7
2068,maharashtra,2021,3,Others,1477851,873324624.2
2069,maharashtra,2021,4,Merchant payments,540351277,3.05512E+11
2070,maharashtra,2021,4,Peer-to-peer payments,361865450,1.10986E+12
2071,maharashtra,2021,4,Recharge & bill payments,105990417,58087950922
2072,maharashtra,2021,4,Financial Services,606265,707102765.3
2073,maharashtra,2021,4,Others,1918093,1188658731
2074,maharashtra,2022,1,Merchant payments,646277671,3.4024E+11
2075,maharashtra,2022,1,Peer-to-peer payments,411989717,1.27489E+12
2076,maharashtra,2022,1,Recharge & bill payments,108896881,64507860104
2077,maharashtra,2022,1,Financial Services,583243,677612619.3
2078,maharashtra,2022,1,Others,1758926,1084139454
2079,maharashtra,2022,2,Merchant payments,810961772,4.28469E+11
2080,maharashtra,2022,2,Peer-to-peer payments,470258043,1.5012E+12
2081,maharashtra,2022,2,Recharge & bill payments,124280427,75110969246
2082,maharashtra,2022,2,Financial Services,490152,559321829.5
2083,maharashtra,2022,2,Others,1542719,930827919.3
2084,maharashtra,2022,3,Merchant payments,876618082,4.32251E+11
2085,maharashtra,2022,3,Peer-to-peer payments,483481713,1.43457E+12
2086,maharashtra,2022,3,Recharge & bill payments,124545840,79360150487
2087,maharashtra,2022,3,Financial Services,521362,571583115.7
2088,maharashtra,2022,3,Others,1222420,831183386.5
2089,maharashtra,2022,4,Merchant payments,1025666187,5.02661E+11
2090,maharashtra,2022,4,Peer-to-peer payments,535142126,1.62262E+12
2091,maharashtra,2022,4,Recharge & bill payments,126118544,83576414221
2092,maharashtra,2022,4,Financial Services,620124,699276779.2
2093,maharashtra,2022,4,Others,1228291,914951674.5
2094,manipur,2018,1,Recharge & bill payments,50212,6463184.555
2095,manipur,2018,1,Peer-to-peer payments,26382,115495173.6
2096,manipur,2018,1,Financial Services,2660,412579.5399
2097,manipur,2018,1,Merchant payments,1614,3616475.641
2098,manipur,2018,1,Others,3201,2058760.637
2099,manipur,2018,2,Recharge & bill payments,77991,11541247.78
2100,manipur,2018,2,Peer-to-peer payments,60365,232157389.8
2101,manipur,2018,2,Financial Services,5992,1241901.266
2102,manipur,2018,2,Merchant payments,4041,5366759.828
2103,manipur,2018,2,Others,3332,2902422.65
2104,manipur,2018,3,Peer-to-peer payments,95204,357768750.2
2105,manipur,2018,3,Recharge & bill payments,81323,13912990.48
2106,manipur,2018,3,Merchant payments,7396,9180953.977
2107,manipur,2018,3,Financial Services,2577,333081.6368
2108,manipur,2018,3,Others,2758,2135468.51
2109,manipur,2018,4,Recharge & bill payments,113507,18898063.28
2110,manipur,2018,4,Peer-to-peer payments,104872,562009596
2111,manipur,2018,4,Merchant payments,13333,20685433.28
2112,manipur,2018,4,Financial Services,1452,307325.2438
2113,manipur,2018,4,Others,2946,3783141.535
2114,manipur,2019,1,Peer-to-peer payments,127067,619919870.7
2115,manipur,2019,1,Recharge & bill payments,120000,22106830.37
2116,manipur,2019,1,Merchant payments,15190,14580183.38
2117,manipur,2019,1,Financial Services,800,174777.1728
2118,manipur,2019,1,Others,2352,3116398.756
2119,manipur,2019,2,Peer-to-peer payments,120153,679785849.1
2120,manipur,2019,2,Recharge & bill payments,116500,23573234.27
2121,manipur,2019,2,Merchant payments,18044,15996651.15
2122,manipur,2019,2,Financial Services,387,91955.01538
2123,manipur,2019,2,Others,2341,3342252.575
2124,manipur,2019,3,Recharge & bill payments,180057,36634657.05
2125,manipur,2019,3,Peer-to-peer payments,144965,803335616.6
2126,manipur,2019,3,Merchant payments,17683,20490224.44
2127,manipur,2019,3,Financial Services,358,367865.7885
2128,manipur,2019,3,Others,1945,2723638.65
2129,manipur,2019,4,Recharge & bill payments,212136,44202546.57
2130,manipur,2019,4,Peer-to-peer payments,211927,1123258478
2131,manipur,2019,4,Merchant payments,23094,30486780.45
2132,manipur,2019,4,Financial Services,548,240641.7658
2133,manipur,2019,4,Others,1639,2709234.857
2134,manipur,2020,1,Peer-to-peer payments,451733,2458093402
2135,manipur,2020,1,Recharge & bill payments,285234,62688260.38
2136,manipur,2020,1,Merchant payments,78067,74202067.07
2137,manipur,2020,1,Financial Services,622,354184.4661
2138,manipur,2020,1,Others,3145,3252467.224
2139,manipur,2020,2,Peer-to-peer payments,533206,2980242535
2140,manipur,2020,2,Recharge & bill payments,450830,107589094.3
2141,manipur,2020,2,Merchant payments,92110,106540409.3
2142,manipur,2020,2,Financial Services,1676,1457570.8
2143,manipur,2020,2,Others,5246,3106603.332
2144,manipur,2020,3,Peer-to-peer payments,774786,4301284799
2145,manipur,2020,3,Recharge & bill payments,464659,113190539.1
2146,manipur,2020,3,Merchant payments,170653,195132026.6
2147,manipur,2020,3,Financial Services,1878,1593035.944
2148,manipur,2020,3,Others,8192,4775719.814
2149,manipur,2020,4,Peer-to-peer payments,892853,5172499338
2150,manipur,2020,4,Recharge & bill payments,436450,114202616.3
2151,manipur,2020,4,Merchant payments,289050,307902115.4
2152,manipur,2020,4,Financial Services,1806,2448402.914
2153,manipur,2020,4,Others,7693,5172086.283
2154,manipur,2021,1,Peer-to-peer payments,1117829,6402367884
2155,manipur,2021,1,Recharge & bill payments,796590,223955812.6
2156,manipur,2021,1,Merchant payments,377280,433297594.1
2157,manipur,2021,1,Financial Services,3398,4385333.175
2158,manipur,2021,1,Others,8438,6280890.915
2159,manipur,2021,2,Peer-to-peer payments,1372821,7041837918
2160,manipur,2021,2,Recharge & bill payments,1187952,305103750.6
2161,manipur,2021,2,Merchant payments,510734,531484849.5
2162,manipur,2021,2,Financial Services,4165,4256098.232
2163,manipur,2021,2,Others,10603,7145346.315
2164,manipur,2021,3,Peer-to-peer payments,1819423,9134806595
2165,manipur,2021,3,Recharge & bill payments,1368584,367664440.5
2166,manipur,2021,3,Merchant payments,735707,889317377.1
2167,manipur,2021,3,Financial Services,3460,5625517.975
2168,manipur,2021,3,Others,14222,9447098.782
2169,manipur,2021,4,Peer-to-peer payments,2199970,10998828288
2170,manipur,2021,4,Recharge & bill payments,1451488,412791673.8
2171,manipur,2021,4,Merchant payments,1013985,1229517397
2172,manipur,2021,4,Financial Services,4671,5941100.581
2173,manipur,2021,4,Others,17325,11393578.84
2174,manipur,2022,1,Peer-to-peer payments,2517626,12169368063
2175,manipur,2022,1,Recharge & bill payments,1528476,469035958.3
2176,manipur,2022,1,Merchant payments,1247205,1489604137
2177,manipur,2022,1,Financial Services,4878,6057615.527
2178,manipur,2022,1,Others,15494,10435303.88
2179,manipur,2022,2,Peer-to-peer payments,2843426,12704512239
2180,manipur,2022,2,Merchant payments,1709547,1757831052
2181,manipur,2022,2,Recharge & bill payments,1533778,448637966.7
2182,manipur,2022,2,Financial Services,4069,4753628.558
2183,manipur,2022,2,Others,14812,7175748.992
2184,manipur,2022,3,Peer-to-peer payments,3127266,12927705072
2185,manipur,2022,3,Merchant payments,1829741,2010460357
2186,manipur,2022,3,Recharge & bill payments,1379911,432182393.8
2187,manipur,2022,3,Financial Services,4524,4671353.405
2188,manipur,2022,3,Others,11300,6411090.828
2189,manipur,2022,4,Peer-to-peer payments,3259645,13133729481
2190,manipur,2022,4,Merchant payments,1828984,2074698993
2191,manipur,2022,4,Recharge & bill payments,1325391,406031254.1
2192,manipur,2022,4,Financial Services,4691,5754919.964
2193,manipur,2022,4,Others,9959,5742049.404
2194,meghalaya,2018,1,Recharge & bill payments,31857,6028476.149
2195,meghalaya,2018,1,Peer-to-peer payments,13274,55943496.52
2196,meghalaya,2018,1,Merchant payments,1605,2395888.44
2197,meghalaya,2018,1,Financial Services,532,144318.2546
2198,meghalaya,2018,1,Others,2303,1738080.431
2199,meghalaya,2018,2,Recharge & bill payments,42625,9657896.165
2200,meghalaya,2018,2,Peer-to-peer payments,19894,101140464.7
2201,meghalaya,2018,2,Merchant payments,2929,3663446.436
2202,meghalaya,2018,2,Financial Services,592,580648.3434
2203,meghalaya,2018,2,Others,1817,1962212.235
2204,meghalaya,2018,3,Recharge & bill payments,60625,14231601.45
2205,meghalaya,2018,3,Peer-to-peer payments,40832,187460582.1
2206,meghalaya,2018,3,Merchant payments,5802,5458930.689
2207,meghalaya,2018,3,Financial Services,748,552674.5783
2208,meghalaya,2018,3,Others,2283,2149872.756
2209,meghalaya,2018,4,Recharge & bill payments,82962,18100891.64
2210,meghalaya,2018,4,Peer-to-peer payments,58952,301941442.7
2211,meghalaya,2018,4,Merchant payments,15768,14434314.19
2212,meghalaya,2018,4,Financial Services,763,190875.1885
2213,meghalaya,2018,4,Others,2687,2918155.28
2214,meghalaya,2019,1,Recharge & bill payments,98817,23006751.8
2215,meghalaya,2019,1,Peer-to-peer payments,90694,358932132.1
2216,meghalaya,2019,1,Merchant payments,16073,14297275.23
2217,meghalaya,2019,1,Financial Services,659,62335.06475
2218,meghalaya,2019,1,Others,2498,2738667.958
2219,meghalaya,2019,2,Recharge & bill payments,108812,27248605.43
2220,meghalaya,2019,2,Peer-to-peer payments,97407,446537199.2
2221,meghalaya,2019,2,Merchant payments,22588,15600927.01
2222,meghalaya,2019,2,Financial Services,460,106800.7531
2223,meghalaya,2019,2,Others,3019,3437756.745
2224,meghalaya,2019,3,Recharge & bill payments,155949,38916251.42
2225,meghalaya,2019,3,Peer-to-peer payments,116168,546221812.7
2226,meghalaya,2019,3,Merchant payments,31201,23461321.89
2227,meghalaya,2019,3,Financial Services,421,584192.9488
2228,meghalaya,2019,3,Others,2811,3035023.204
2229,meghalaya,2019,4,Recharge & bill payments,175084,43611775.03
2230,meghalaya,2019,4,Peer-to-peer payments,163734,670870023.4
2231,meghalaya,2019,4,Merchant payments,24430,25344714.51
2232,meghalaya,2019,4,Financial Services,382,124511.6361
2233,meghalaya,2019,4,Others,2351,2485447.193
2234,meghalaya,2020,1,Recharge & bill payments,226214,59666071.22
2235,meghalaya,2020,1,Peer-to-peer payments,216022,1013733312
2236,meghalaya,2020,1,Merchant payments,57245,44125206.35
2237,meghalaya,2020,1,Financial Services,473,402779.8903
2238,meghalaya,2020,1,Others,2329,2207471.061
2239,meghalaya,2020,2,Recharge & bill payments,382662,100570200.3
2240,meghalaya,2020,2,Peer-to-peer payments,202270,998750895.9
2241,meghalaya,2020,2,Merchant payments,46014,48980521.42
2242,meghalaya,2020,2,Financial Services,1186,2944583.115
2243,meghalaya,2020,2,Others,3263,2488953.644
2244,meghalaya,2020,3,Recharge & bill payments,342484,97662913.13
2245,meghalaya,2020,3,Peer-to-peer payments,194448,1065012682
2246,meghalaya,2020,3,Merchant payments,55595,67511647.13
2247,meghalaya,2020,3,Financial Services,1587,4049966.813
2248,meghalaya,2020,3,Others,3465,2821792.588
2249,meghalaya,2020,4,Recharge & bill payments,350006,102794647.8
2250,meghalaya,2020,4,Peer-to-peer payments,286252,1579858348
2251,meghalaya,2020,4,Merchant payments,111471,115136797.6
2252,meghalaya,2020,4,Financial Services,1809,2774557.112
2253,meghalaya,2020,4,Others,4470,3678221.666
2254,meghalaya,2021,1,Peer-to-peer payments,326993,1794745857
2255,meghalaya,2021,1,Recharge & bill payments,306634,106098525.7
2256,meghalaya,2021,1,Merchant payments,108805,147747773
2257,meghalaya,2021,1,Financial Services,1777,3981898.046
2258,meghalaya,2021,1,Others,3437,2941223.95
2259,meghalaya,2021,2,Recharge & bill payments,389959,129031455.7
2260,meghalaya,2021,2,Peer-to-peer payments,366411,1885041504
2261,meghalaya,2021,2,Merchant payments,147406,173894963
2262,meghalaya,2021,2,Financial Services,1766,2306496.855
2263,meghalaya,2021,2,Others,4052,3342835.527
2264,meghalaya,2021,3,Peer-to-peer payments,473274,2348008593
2265,meghalaya,2021,3,Recharge & bill payments,418429,144363692.8
2266,meghalaya,2021,3,Merchant payments,199427,270311210.9
2267,meghalaya,2021,3,Financial Services,1556,2379067.115
2268,meghalaya,2021,3,Others,5045,3937887.554
2269,meghalaya,2021,4,Peer-to-peer payments,669693,3233210262
2270,meghalaya,2021,4,Recharge & bill payments,447310,165277548.5
2271,meghalaya,2021,4,Merchant payments,314445,442464385
2272,meghalaya,2021,4,Financial Services,1989,2464327.924
2273,meghalaya,2021,4,Others,6756,5348877.037
2274,meghalaya,2022,1,Peer-to-peer payments,801009,3899172009
2275,meghalaya,2022,1,Recharge & bill payments,459530,192026788.6
2276,meghalaya,2022,1,Merchant payments,405859,563004043.9
2277,meghalaya,2022,1,Financial Services,2134,3019251.86
2278,meghalaya,2022,1,Others,6218,5116238.236
2279,meghalaya,2022,2,Peer-to-peer payments,977816,4359000096
2280,meghalaya,2022,2,Merchant payments,591364,714995836.6
2281,meghalaya,2022,2,Recharge & bill payments,467745,200896879.7
2282,meghalaya,2022,2,Financial Services,1880,2406087.095
2283,meghalaya,2022,2,Others,5844,4192522.345
2284,meghalaya,2022,3,Peer-to-peer payments,2050942,7796315454
2285,meghalaya,2022,3,Merchant payments,1486098,1468318733
2286,meghalaya,2022,3,Recharge & bill payments,810017,330230375.9
2287,meghalaya,2022,3,Financial Services,3504,3106775.386
2288,meghalaya,2022,3,Others,8604,5329459.166
2289,meghalaya,2022,4,Peer-to-peer payments,1901671,7328913724
2290,meghalaya,2022,4,Merchant payments,1334431,1381013597
2291,meghalaya,2022,4,Recharge & bill payments,685678,278377945.4
2292,meghalaya,2022,4,Financial Services,3544,3564357.12
2293,meghalaya,2022,4,Others,7124,4671532.631
2294,mizoram,2018,1,Recharge & bill payments,10155,2199565.259
2295,mizoram,2018,1,Peer-to-peer payments,6845,41186717.28
2296,mizoram,2018,1,Merchant payments,616,1066002.167
